First Author,id,PubMed ID,Publication date,Journal,Title,Trait(s),Reported trait,N,Ncase,Ncontrol,file,source,chr,pos,rsid,a1,a0,beta,or,beta_se,p,Nsnp,Nca,Nco,af,chi2,se,int_all,int_se_all,h2_ldsc_all,h2_ldsc_se_all,slope_qc,M_or,M_m,M_qc,M_ldpred,k,h2_est,p_est,int,int_se,h2,h2_se,status
Pulit SL,GCST008996,30239722,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",waist-hip ratio,Waist-hip ratio,697734,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/PulitSL_30239722_GCST008996/fat-distn.giant.ukbb.meta-analysis.whr.combined.tbl.gz,gwas_catalog,NA,NA,1,2,3,8,NA,9,10,NA,NA,NA,4,0.5844033877467386,beta,1.1624105142874779,0.0036296636910142337,0.12596650114069094,7.293939349808262e-4,2.5065468997046487,27384713,218,203,NA,NA,NA,NA,NA,NA,NA,NA,Error in LDpred2
den Hoed M,GCST001969,23583979,2013-04-14,Nat Genet,Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders.,heart rate,Heart rate,85787,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/denHoedM_23583979_GCST001969/harmonised/23583979-GCST001969-EFO_0004326-Build36.f.tsv.gz,gwas_catalog,2,3,1,4,5,7,14,8,10,NA,NA,NA,6,0.50685024301851,beta,1.0321023858554939,0.0041801329799080866,0.08961871523898517,0.004068633472574812,10.476705997297138,2516789,992986,986849,934198,30,0.09175451081101918,0.003688055197492473,1.0203837950982855,0.008430438612488135,0.07657978504378574,0.00900159636762924,Completed
Verweij N,GCST005845,29497042,2018-03-01,Nat Commun,Genetic study links components of the autonomous nervous system to heart-rate profile during exercise.,heart rate response to exercise,Heart rate increase in response to exercise,54137,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/VerweijN_29497042_GCST005845/harmonised/29497042-GCST005845-EFO_0009184-Build37.f.tsv.gz,gwas_catalog,2,3,11,4,5,6,14,7,8,9,NA,NA,10,0.5016255062104228,beta,1.0246353870259113,0.0042191757036987515,0.02836089571909548,0.002704748366763246,2.2068099919049877,14651149,1118441,1105782,1042117,30,0.029983922507956423,0.005193180074005268,1.0178926648475524,0.008832430871456878,0.029848640895386754,0.0028711652175085595,Completed
Verweij N,GCST005846,29497042,2018-03-01,Nat Commun,Genetic study links components of the autonomous nervous system to heart-rate profile during exercise.,heart rate response to recovery post exercise,Heart rate response to recovery post exercise (10 sec),54137,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/VerweijN_29497042_GCST005846/harmonised/29497042-GCST005846-EFO_0009185-build37.f.tsv.gz,gwas_catalog,2,3,11,4,5,6,16,7,8,9,NA,NA,10,0.49113701725711284,beta,1.01579717974118,0.0037466451361829406,0.02713584897663147,0.0032521588534580206,2.226372442693358,14651149,1118441,1105790,1042121,30,0.022942609611153266,0.002331455433500727,1.0178206904809124,0.009023964624964801,0.025489960002438743,0.00405410622924854,Completed
Verweij N,GCST005847,29497042,2018-03-01,Nat Commun,Genetic study links components of the autonomous nervous system to heart-rate profile during exercise.,heart rate response to recovery post exercise,Heart rate response to recovery post exercise (20 sec),54137,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/VerweijN_29497042_GCST005847/harmonised/29497042-GCST005847-EFO_0009185-build37.f.tsv.gz,gwas_catalog,2,3,11,4,5,6,14,7,8,9,NA,NA,10,0.4965935190068543,beta,1.0171896029725493,0.0036739749052102336,0.028753393139097395,0.0030803263817984084,2.224354910275277,14651149,1118441,1105797,1042129,30,0.02663403875527801,0.0033908080382991355,1.023697015178063,0.009277593889232895,0.026658699858697565,0.003914596278205912,Completed
Verweij N,GCST005850,29497042,2018-03-01,Nat Commun,Genetic study links components of the autonomous nervous system to heart-rate profile during exercise.,heart rate response to recovery post exercise,Heart rate response to recovery post exercise (30 sec),54137,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/VerweijN_29497042_GCST005850/harmonised/29497042-GCST005850-EFO_0009185-build37.f.tsv.gz,gwas_catalog,2,3,11,4,5,6,15,7,8,9,NA,NA,10,0.4999292541751902,beta,1.0172765005203672,0.0038089541966738593,0.03064768765800339,0.0029786211153668466,2.2215382455854273,14651149,1118441,1105801,1042131,30,0.027613241740140706,0.0035319445823244412,1.0224728327195667,0.009638752664961163,0.028403068843857376,0.0037439420255783247,Completed
Verweij N,GCST005849,29497042,2018-03-01,Nat Commun,Genetic study links components of the autonomous nervous system to heart-rate profile during exercise.,heart rate response to recovery post exercise,Heart rate response to recovery post exercise (40 sec),54137,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/VerweijN_29497042_GCST005849/harmonised/29497042-GCST005849-EFO_0009185-build37.f.tsv.gz,gwas_catalog,2,3,11,4,5,6,15,7,8,9,NA,NA,10,0.5011945260651702,beta,1.01649080795419,0.003987950562718133,0.03148555323174604,0.003002555584461714,2.221813996601645,14651149,1118441,1105795,1042124,30,0.027780966949432807,0.0034151934548535753,1.018904601634667,0.008651465773912915,0.029471501937447932,0.0036868555630523723,Completed
Verweij N,GCST005848,29497042,2018-03-01,Nat Commun,Genetic study links components of the autonomous nervous system to heart-rate profile during exercise.,heart rate response to recovery post exercise,Heart rate response to recovery post exercise (50 sec),54137,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/VerweijN_29497042_GCST005848/harmonised/29497042-GCST005848-EFO_0009185-build37.f.tsv.gz,gwas_catalog,2,3,11,4,5,6,15,7,8,9,NA,NA,10,0.5015431075119435,beta,1.0206200150506872,0.004106476859783686,0.02955438881624595,0.002880712861215197,2.2210024659891636,14651149,1118441,1105796,1042128,30,0.027010419016455307,0.0033714322122481632,1.0222806334102603,0.009395271111574071,0.028087101642508615,0.0034628948707200176,Completed
Nolte IM,GCST004732,28613276,2017-06-14,Nat Commun,Genetic loci associated with heart rate variability and their effects on cardiac disease risk.,heart rate variability measurement,Heart rate variability traits (pvRSA/HF),24088,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/NolteIM_28613276_GCST004732/harmonised/28613276-GCST004732-EFO_0008003-Build36.f.tsv.gz,gwas_catalog,9,10,1,2,3,11,13,12,6,NA,NA,NA,4,0.4652593607742306,beta,1.0006162434997297,0.0031035217523415004,0.08129894861861212,0.010047773777312466,1.1411813863405325,2532811,1055939,1045171,989144,24,0.03798577821485828,2.0247811616085824e-4,0.9905215977970862,0.007033371521557288,0.08861441746008868,0.02463154297373425,Completed
Nolte IM,GCST004733,28613276,2017-06-14,Nat Commun,Genetic loci associated with heart rate variability and their effects on cardiac disease risk.,heart rate variability measurement,Heart rate variability traits (RMSSD),26523,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/NolteIM_28613276_GCST004733/harmonised/28613276-GCST004733-EFO_0008003-Build36.f.tsv.gz,gwas_catalog,1,2,3,4,5,7,17,8,9,14,NA,NA,6,0.4768340927410181,beta,1.0110860106423147,0.0035403051387892415,0.12318997830358645,0.01037536262654621,0.5722650556544642,2534714,1056790,1051220,994279,26,0.06907834284914209,4.3779723506536775e-4,0.9973757076000633,0.0073193734651661,0.1256352946606572,0.02617924017192637,Completed
Nolte IM,GCST004734,28613276,2017-06-14,Nat Commun,Genetic loci associated with heart rate variability and their effects on cardiac disease risk.,heart rate variability measurement,Heart rate variability traits (SDNN),27850,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/NolteIM_28613276_GCST004734/harmonised/28613276-GCST004734-EFO_0008003-Build36.f.tsv.gz,gwas_catalog,1,2,3,4,5,7,18,8,9,14,NA,NA,6,0.47468947509324977,beta,1.0048114650742666,0.0036858323688484305,0.10912001356297153,0.009403187666478456,0.42285081292096344,2555913,1060414,1046980,990844,25,0.06704281934279341,5.554187128225134e-4,0.9933633998337709,0.006417303734173152,0.11188993005024647,0.023005020214504044,Completed
Pirruccello JP,GCST010128,32382064,2020-05-07,Nat Commun,"Analysis of cardiac magnetic resonance imaging in 36,000 individuals yields genetic insights into dilated cardiomyopathy.",left ventricular diastolic function measurement,Body surface area-indexed left ventricular end-diastolic volume,35407,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/PirruccelloJP_32382064_GCST010128/MRI_lvedvi_filtered.zip,gwas_catalog,2,3,1,5,6,11,NA,12,14,17,NA,NA,7,0.483794415042788,beta,1.0166327076413864,0.003993641711193604,0.2185269209369388,0.018246055921018214,0.9351601012293413,14530025,1118436,1105500,1042292,30,0.2170366848139383,0.00484836966670526,0.998171925034894,0.008532775414309954,0.24166788208838857,0.020463947204019256,Completed
Pirruccello JP,GCST010131,32382064,2020-05-07,Nat Commun,"Analysis of cardiac magnetic resonance imaging in 36,000 individuals yields genetic insights into dilated cardiomyopathy.",left ventricular diastolic function measurement,Left ventricular end-diastolic volume,35407,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/PirruccelloJP_32382064_GCST010131/MRI_lvedv_filtered.zip,gwas_catalog,2,3,1,5,6,11,NA,12,14,17,NA,NA,7,0.4862402141416561,beta,1.0232755472812476,0.004185346923450649,0.26272891710263385,0.021552473607794397,0.7803566555142775,14528279,1118437,1105484,1042287,30,0.2679190520284622,0.005432377357625258,1.005988339917372,0.010034803944026052,0.288266549694257,0.024071492888280633,Completed
Pirruccello JP,GCST010125,32382064,2020-05-07,Nat Commun,"Analysis of cardiac magnetic resonance imaging in 36,000 individuals yields genetic insights into dilated cardiomyopathy.",left ventricular ejection fraction measurement,Left ventricular ejection fraction,35407,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/PirruccelloJP_32382064_GCST010125/MRI_lvef_filtered.zip,gwas_catalog,2,3,1,5,6,11,NA,12,14,17,NA,NA,7,0.4837179469850996,beta,1.0274367398095705,0.004046521551663845,0.1912438270084117,0.022693960625022016,0.9163920045035167,14528279,1118437,1105468,1042274,30,0.1887435587175321,0.0024128749173699497,1.0046938516714325,0.00844445940284966,0.22887840612933386,0.022750661869177173,Completed
Aung N,GCST009396,31554410,2019-09-25,Circulation,Genome-Wide Analysis of Left Ventricular Image-Derived Phenotypes Identifies Fourteen Loci Associated with Cardiac Morphogenesis and Heart Failure Development.,left ventricular mass,Left ventricular mass,16920,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/AungN_31554410_GCST009396/AungN_31554410_LVM.txt.gz,gwas_catalog,2,3,1,4,5,8,NA,9,10,NA,NA,NA,6,0.48434960020072626,beta,1.0156560339416758,0.006526119815659506,0.203408229498236,0.04431203185860935,0.9845975097957373,6989573,1012898,1000859,949641,29,0.19810584734960116,0.003375711637232401,1.0013627380584118,0.008326789294654045,0.2196866930006568,0.03384938197152199,Completed
Aung N,GCST009393,31554410,2019-09-25,Circulation,Genome-Wide Analysis of Left Ventricular Image-Derived Phenotypes Identifies Fourteen Loci Associated with Cardiac Morphogenesis and Heart Failure Development.,Left ventricular mass to end-diastolic volume ratio,Left ventricular mass to end-diastolic volume ratio,16884,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/AungN_31554410_GCST009393/AungN_31554410_LVMVR.txt.gz,gwas_catalog,2,3,1,4,5,8,NA,9,10,NA,NA,NA,6,0.48794654436445395,beta,1.014845648187131,0.006144274310470234,0.22541439445010242,0.04542654298050286,0.9845658199210288,6989560,1012886,1000853,949636,27,0.19088410858739954,0.002128904574059972,1.0089109852978946,0.00897472023160513,0.20060026016038712,0.03493837161257822,Completed
Pirruccello JP,GCST010126,32382064,2020-05-07,Nat Commun,"Analysis of cardiac magnetic resonance imaging in 36,000 individuals yields genetic insights into dilated cardiomyopathy.",left ventricular stroke volume measurement,Body surface area-indexed left ventricular stroke volume,35407,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/PirruccelloJP_32382064_GCST010126/MRI_svi_filtered.zip,gwas_catalog,2,3,1,5,6,11,NA,12,14,17,NA,NA,7,0.47928747516569675,beta,1.0165486808418749,0.004014325992653561,0.16733318038848363,0.0159834960176297,0.9667293006366968,14530025,1118436,1105486,1042282,30,0.179182938410133,0.00465013286072102,1.0076069533317193,0.007509393394700347,0.18042319786895558,0.016942332599853182,Completed
Pirruccello JP,GCST010129,32382064,2020-05-07,Nat Commun,"Analysis of cardiac magnetic resonance imaging in 36,000 individuals yields genetic insights into dilated cardiomyopathy.",left ventricular stroke volume measurement,Left ventricular stroke volume,35407,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/PirruccelloJP_32382064_GCST010129/MRI_sv_filtered.zip,gwas_catalog,2,3,1,5,6,11,NA,12,14,17,NA,NA,7,0.4800651861603581,beta,1.0155738354189163,0.004055672654565855,0.20799493310155096,0.0194321708443433,0.8342735864908033,14528279,1118437,1105477,1042281,30,0.2149821707946135,0.005422328915229634,1.0073776289282947,0.00826828673323991,0.2204836706411517,0.01989147557992932,Completed
Meyer HV,GCST90000287,32814899,2020-08-19,Nature,Genetic and functional insights into the fractal structure of the heart.,left ventricular structural measurement,Myocardial fractal dimension (slice 1),18096,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/MeyerHV_32814899_GCST90000287/GCST90000287_GRCh37.tsv,gwas_catalog,1,3,2,5,4,8,NA,9,11,NA,NA,NA,6,0.4702557101650453,beta,1.0009532751045669,0.003799249595250546,0.14261190292713272,0.027313601336436368,0.056228739634868255,13415263,1117858,1103893,1041977,16,0.11591606134676863,0.002483575339010064,0.9956150871997258,0.006839999706104401,0.1553272351570525,0.03091932961022642,Completed
Meyer HV,GCST90000288,32814899,2020-08-19,Nature,Genetic and functional insights into the fractal structure of the heart.,left ventricular structural measurement,Myocardial fractal dimension (slice 2),18096,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/MeyerHV_32814899_GCST90000288/GCST90000288_GRCh37.tsv,gwas_catalog,1,3,2,5,4,8,NA,9,11,NA,NA,NA,6,0.46717653095655587,beta,1.0064208213698607,0.004245682086790611,0.137840183622348,0.037107173408153823,0.04554448614024673,13415263,1117858,1103891,1041975,24,0.11749179837903406,0.0013464500130256792,1.0022828968039663,0.010018445102882929,0.13936842467139318,0.04462031616615496,Completed
Meyer HV,GCST90000289,32814899,2020-08-19,Nature,Genetic and functional insights into the fractal structure of the heart.,left ventricular structural measurement,Myocardial fractal dimension (slice 3),18096,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/MeyerHV_32814899_GCST90000289/GCST90000289_GRCh37.tsv,gwas_catalog,1,3,2,5,4,8,NA,9,11,NA,NA,NA,6,0.46776231691272757,beta,1.008920125085566,0.004338432158938465,0.15953293186380332,0.03002021999196161,0.04393769015166776,13415263,1117858,1103890,1041975,26,0.15475352985573515,0.001189393367141562,1.004163584530482,0.008174733146154472,0.18407961111427756,0.03452290143301352,Completed
Meyer HV,GCST90000290,32814899,2020-08-19,Nature,Genetic and functional insights into the fractal structure of the heart.,left ventricular structural measurement,Myocardial fractal dimension (slice 4),18096,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/MeyerHV_32814899_GCST90000290/GCST90000290_GRCh37.tsv,gwas_catalog,1,3,2,5,4,8,NA,9,11,NA,NA,NA,6,0.4690854092685412,beta,1.0078242553585615,0.0035642669626443583,0.1525630478921479,0.028462117621262894,0.030919643308605443,13415263,1117858,1103894,1041978,26,0.15338572326329858,0.0011463977083168843,1.007196092153094,0.0077822286848740424,0.17190239232015014,0.032058332235663733,Completed
Meyer HV,GCST90000291,32814899,2020-08-19,Nature,Genetic and functional insights into the fractal structure of the heart.,left ventricular structural measurement,Myocardial fractal dimension (slice 5),18096,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/MeyerHV_32814899_GCST90000291/GCST90000291_GRCh37.tsv,gwas_catalog,1,3,2,5,4,8,NA,9,11,NA,NA,NA,6,0.4745980163140648,beta,1.0098581131703814,0.004139220458445011,0.21016773040362632,0.031973507353757306,0.0371912188343535,13415263,1117858,1103896,1041980,28,0.20677791519600644,0.0018610317898516983,1.0064188464852903,0.0082190217570957,0.22957468078486953,0.035787727886812185,Completed
Meyer HV,GCST90000292,32814899,2020-08-19,Nature,Genetic and functional insights into the fractal structure of the heart.,left ventricular structural measurement,Myocardial fractal dimension (slice 6),18096,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/MeyerHV_32814899_GCST90000292/GCST90000292_GRCh37.tsv,gwas_catalog,1,3,2,5,4,8,NA,9,11,NA,NA,NA,6,0.47587183542083045,beta,1.011686309979855,0.003988989311284023,0.21971177346118076,0.03219003007482378,0.046841909272137036,13415263,1117858,1103895,1041979,29,0.21844461788594846,0.001850754323695357,1.011566074565528,0.008096937146975238,0.22706620339807865,0.03445381719668469,Completed
Meyer HV,GCST90000293,32814899,2020-08-19,Nature,Genetic and functional insights into the fractal structure of the heart.,left ventricular structural measurement,Myocardial fractal dimension (slice 7),18096,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/MeyerHV_32814899_GCST90000293/GCST90000293_GRCh37.tsv,gwas_catalog,1,3,2,5,4,8,NA,9,11,NA,NA,NA,6,0.4749806551997666,beta,1.004731252147737,0.0040472339005348966,0.22702699555582456,0.030310573689322225,0.05222625843018158,13415263,1117858,1103891,1041975,28,0.20627464358400704,0.002082198735986668,1.0058302908018535,0.006512703227840916,0.22392768033671656,0.02835530475537754,Completed
Meyer HV,GCST90000294,32814899,2020-08-19,Nature,Genetic and functional insights into the fractal structure of the heart.,left ventricular structural measurement,Myocardial fractal dimension (slice 8),18096,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/MeyerHV_32814899_GCST90000294/GCST90000294_GRCh37.tsv,gwas_catalog,1,3,2,5,4,8,NA,9,11,NA,NA,NA,6,0.4712804215854653,beta,1.0052826573361175,0.0038982946851655745,0.18835072780337395,0.02877714225148603,0.045625424789909316,13415263,1117858,1103891,1041975,26,0.1881029299494923,0.0022850169887229615,0.9965783067226276,0.006837138541777749,0.22752406636868638,0.029218344928979643,Completed
Meyer HV,GCST90000295,32814899,2020-08-19,Nature,Genetic and functional insights into the fractal structure of the heart.,left ventricular structural measurement,Myocardial fractal dimension (slice 9),18096,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/MeyerHV_32814899_GCST90000295/GCST90000295_GRCh37.tsv,gwas_catalog,1,3,2,5,4,8,NA,9,11,NA,NA,NA,6,0.46680240294635583,beta,1.0086751698625345,0.003951106539903735,0.08482389810612985,0.024635281938904508,0.04932388833093289,13415263,1117858,1103891,1041975,9,0.10224567849599976,0.001967495417438658,1.0051127158582365,0.007121006957203927,0.10887455624875704,0.02823619466603154,Completed
Meyer HV,GCST90000296,32814899,2020-08-19,Nature,Genetic and functional insights into the fractal structure of the heart.,left ventricular structural measurement,Myocardial fractal dimension (slices 1-9),18096,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/MeyerHV_32814899_GCST90000296/GCST90000296_GRCh37.tsv,gwas_catalog,1,3,2,5,4,NA,NA,NA,8,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Essential columns missing | Number of SNPs < 200k
Pirruccello JP,GCST010127,32382064,2020-05-07,Nat Commun,"Analysis of cardiac magnetic resonance imaging in 36,000 individuals yields genetic insights into dilated cardiomyopathy.",left ventricular systolic function measurement,Body surface area-indexed left ventricular end-systolic volume,35407,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/PirruccelloJP_32382064_GCST010127/MRI_lvesvi_filtered.zip,gwas_catalog,2,3,1,5,6,11,NA,12,14,17,NA,NA,7,0.4838630166157185,beta,1.0217215628535186,0.003835981771399867,0.2268679730859722,0.021571995519940775,0.9106296254159767,14530025,1118436,1105501,1042294,30,0.20377669671728393,0.002695457551029125,0.9912241242251695,0.008349126092130066,0.2730524577230789,0.023183682327044496,Completed
Pirruccello JP,GCST010130,32382064,2020-05-07,Nat Commun,"Analysis of cardiac magnetic resonance imaging in 36,000 individuals yields genetic insights into dilated cardiomyopathy.",left ventricular systolic function measurement,Left ventricular end-systolic volume,35407,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/PirruccelloJP_32382064_GCST010130/MRI_lvesv_filtered.zip,gwas_catalog,2,3,1,5,6,11,NA,12,14,17,NA,NA,7,0.49044646127985436,beta,1.0330953977568993,0.004086521084239078,0.25070131047364197,0.023170665586051794,0.8049867889272285,14528279,1118437,1105486,1042292,30,0.25667002527667426,0.003700005406116311,1.0015827183229602,0.008898193016834166,0.3029667051154132,0.025064309703408883,Completed
Christophersen IE,GCST004826,28794112,2017-08-01,Circ Cardiovasc Genet,Fifteen Genetic Loci Associated With the Electrocardiographic P Wave.,P wave duration,P wave duration,37678,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ChristophersenIE_28794112_GCST004826/harmonised/28794112-GCST004826-EFO_0005094-build37.f.tsv.gz,gwas_catalog,4,5,1,2,3,6,10,7,8,NA,NA,NA,11,5.07436754818508,beta,5.607627506978739,0.01772564380919716,0.18778575674519696,0.06025844200170962,12.485647311996866,448555,63226,61530,58166,30,1.660672303688513,0.4626598549900669,5.644739218179305,0.03451339567982359,0.012262507856776508,0.005356345156274012,LDpred2 h2 > 1
Christophersen IE,GCST004824,28794112,2017-08-01,Circ Cardiovasc Genet,Fifteen Genetic Loci Associated With the Electrocardiographic P Wave.,P wave terminal force measurement,P wave terminal force,33955,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ChristophersenIE_28794112_GCST004824/harmonised/28794112-GCST004824-EFO_0008379-build37.f.tsv.gz,gwas_catalog,4,5,1,2,3,6,10,7,8,NA,NA,NA,11,5.077343269614776,beta,5.609142105217907,0.014569459729057594,0.13168236982683504,0.04243839808277382,1714.7043708824842,436545,60008,59199,55942,30,1.7225587788088563,0.4564416058740891,5.583647064806206,0.04193022276175404,0.012171317377438913,0.0038458391310409326,LDpred2 h2 > 1
Ntalla I,GCST010320,32439900,2020-05-21,Nat Commun,Multi-ancestry GWAS of the electrocardiographic PR interval identifies 202 loci underlying cardiac conduction.,PR interval,PR interval,271570,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/NtallaI_32439900_GCST010320/PR_1000g_GWAS_EUR.zip,gwas_catalog,5,6,1,2,3,7,NA,8,9,NA,NA,NA,4,0.5484410178762134,beta,1.0492013370157494,0.0078097056104102,0.15392027312132847,0.02017318097539108,24.19808884298079,10731477,1116760,1109210,1046402,30,0.14310316732462833,0.0031910964891913455,1.074225177333192,0.019251715671803744,0.14505457520412776,0.022325273566654803,Completed
Evangelou E,GCST006629,30224653,2018-09-17,Nat Genet,Genetic analysis of over 1 million people identifies 535 new loci associated with blood pressure traits.,pulse pressure measurement,Pulse pressure,757601,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/EvangelouE_30224653_GCST006629/Evangelou_30224653_PP.txt.gz,gwas_catalog,NA,NA,3,4,5,1,NA,8,9,11,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Empty beta/or or se columns
Prins BP,GCST007103,30012220,2018-07-17,Genome Biol,"Exome-chip meta-analysis identifies novel loci associated with cardiac conduction, including ADAMTS6.",QRS duration,QRS duration,77898,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/PrinsBP_30012220_GCST007103/CHARGE_QRS.Exome_Chip_Study.EA.20180416.tsv,gwas_catalog,3,4,2,5,6,7,NA,8,9,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Empty beta/or or se columns
Zhu Z,GCST007609,30940143,2019-04-02,Respir Res,Genetic overlap of chronic obstructive pulmonary disease and cardiovascular disease-related traits: a large-scale genome-wide cross-trait analysis.,resting heart rate,Resting heart rate,458969,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ZhuZ_30940143_GCST007609/ZhuZ_30940143_ukbb.bolt_460K_selfRepWhite.rhrmean.assoc.gz,gwas_catalog,2,3,1,4,5,9,NA,10,11,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Empty beta/or or se columns
Astle WJ,GCST004606,27863252,2016-11-17,Cell,The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.,eosinophil count,Eosinophil counts,172275,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/AstleWJ_27863252_GCST004606/harmonised/27863252-GCST004606-EFO_0004842-Build37.f.tsv.gz,gwas_catalog,3,4,2,6,5,9,16,10,11,NA,NA,NA,13,0.4549399256859607,beta,0.9913863406825406,0.008207008521940288,0.1978863356210131,0.01642415114145777,1.037545864058421,29485759,1118218,1104015,1042065,30,0.15621929900863352,0.001973608161871349,0.9983758245561335,0.017725413320563356,0.18291833201444344,0.015755559893248804,Completed
Astle WJ,GCST004617,27863252,2016-11-17,Cell,The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.,eosinophil percentage of granulocytes,Eosinophil percentage of granulocytes,170536,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/AstleWJ_27863252_GCST004617/harmonised/27863252-GCST004617-EFO_0007996-Build37.f.tsv.gz,gwas_catalog,3,4,2,6,5,9,15,10,11,NA,NA,NA,13,0.4549439458382867,beta,0.9845449384307432,0.007177049134450916,0.18567430715679348,0.014979933786006304,1.0357461053390207,29482376,1118218,1104006,1042058,30,0.14097884296545846,0.0019190968046055416,0.9927087446704973,0.016892404233633803,0.1706877790993751,0.013799689376276871,Completed
Astle WJ,GCST004600,27863252,2016-11-17,Cell,The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.,eosinophil percentage of leukocytes,Eosinophil percentage of white cells,172378,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/AstleWJ_27863252_GCST004600/harmonised/27863252-GCST004600-EFO_0007991-Build37.f.tsv.gz,gwas_catalog,3,4,2,6,5,9,17,10,11,NA,NA,NA,13,0.4549465029184841,beta,0.9861487538831057,0.007557755196497355,0.19145776446434173,0.015688450817423573,1.0367850989194245,29483746,1118218,1104013,1042060,30,0.14751422135894915,0.0019254905868869004,0.9959135114084483,0.017729848203939243,0.1748170581653381,0.014532145398115297,Completed
Astle WJ,GCST004601,27863252,2016-11-17,Cell,The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.,erythrocyte count,Red blood cell count,172952,NA,NA,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/AstleWJ_27863252_GCST004601/harmonised/27863252-GCST004601-EFO_0004305-Build37.f.tsv.gz,gwas_catalog,3,4,2,6,5,9,15,10,11,NA,NA,NA,13,0.45497957038635106,beta,0.9943799747465046,0.007926090095233868,0.22593648066371538,0.020752522852259838,1.0367072313298955,29486177,1118218,1104035,1042084,30,0.18189539455596787,0.002646566777243766,1.0143171596381777,0.022408292384935122,0.1975877746774028,0.018934930405992496,Completed
